Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)",,
Yamato 790122 **,Y-790122,Official,,1979,Antarctica,Eucrite-pmict,109.5 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790123,Y-790123,Official,,1979,Antarctica,CM2,6.8 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790124,Y-790124,Official,,1979,Antarctica,L6/7,10.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790125,Y-790125,Official,,1979,Antarctica,H6,6 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790126,Y-790126,Official,,1979,Antarctica,L6,7.4 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790127,Y-790127,Provisional,,1979,Antarctica,Stone-uncl,6.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790128,Y-790128,Official,,1979,Antarctica,H5,56.8 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790129,Y-790129,Official,,1979,Antarctica,H4,12.1 g,104,J24 NIPR,,,
Yamato 790130,Y-790130,Official,,1979,Antarctica,H5,107.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790131,Y-790131,Official,,1979,Antarctica,L6,2.13 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790132,Y-790132,Official,,1979,Antarctica,Iron,4.54 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790133,Y-790133,Official,,1979,Antarctica,H6,60 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790134,Y-790134,Official,,1979,Antarctica,H5,51.2 g,104,J24 NIPR,,,
Yamato 790135,Y-790135,Provisional,,1979,Antarctica,Stone-uncl,0.63 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790136,Y-790136,Official,,1979,Antarctica,L3,16.8 g,104,J24 NIPR,,,
Yamato 790137,Y-790137,Official,,1979,Antarctica,L4,27.7 g,104,J24 NIPR,,,
Yamato 790138,Y-790138,Official,,1979,Antarctica,H3.6,39.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790139,Y-790139,Official,,1979,Antarctica,H5,29.8 g,104,J24 NIPR,,,
Yamato 790140,Y-790140,Official,,1979,Antarctica,H5,13.5 g,104,J24 NIPR,,,
Yamato 790141,Y-790141,Official,,1979,Antarctica,H6,25.8 g,104,J24 NIPR,,,
Yamato 790142,Y-790142,Official,,1979,Antarctica,H6,83.5 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790143,Y-790143,Official,,1979,Antarctica,LL,52.3 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790144,Y-790144,Official,,1979,Antarctica,LL7,92.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790145,Y-790145,Official,,1979,Antarctica,H5,18.7 g,104,J24 NIPR,,,
Yamato 790146,Y-790146,Doubtful,,1979,Antarctica,Doubtful meteorite,3.74 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790147,Y-790147,Official,,1979,Antarctica,L4,54.3 g,104,J24 NIPR,,,
Yamato 790148,Y-790148,Official,,1979,Antarctica,H6,3.57 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790149,Y-790149,Official,,1979,Antarctica,H,16.2 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790150,Y-790150,Official,,1979,Antarctica,H,8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790151,Y-790151,Provisional,,1979,Antarctica,Stone-uncl,8.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790152,Y-790152,Provisional,,1979,Antarctica,Stone-uncl,4.08 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790153,Y-790153,Provisional,,1979,Antarctica,Stone-uncl,8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790154,Y-790154,Provisional,,1979,Antarctica,Stone-uncl,10 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790155,Y-790155,Provisional,,1979,Antarctica,Stone-uncl,35.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790156,Y-790156,Provisional,,1979,Antarctica,Stone-uncl,7.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790157,Y-790157,Official,,1979,Antarctica,H4,8.4 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790158,Y-790158,Provisional,,1979,Antarctica,Stone-uncl,4.16 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790159,Y-790159,Provisional,,1979,Antarctica,Stone-uncl,6.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790160,Y-790160,Provisional,,1979,Antarctica,Stone-uncl,3.03 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790161,Y-790161,Official,,1979,Antarctica,H4,88.4 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790162,Y-790162,Provisional,,1979,Antarctica,Stone-uncl,7.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790163,Y-790163,Official,,1979,Antarctica,L3,15.4 g,104,J24 NIPR,,,
Yamato 790164,Y-790164,Provisional,,1979,Antarctica,Stone-uncl,6.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790165,Y-790165,Provisional,,1979,Antarctica,Stone-uncl,9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790166,Y-790166,Official,,1979,Antarctica,H5,64.4 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790167,Y-790167,Official,,1979,Antarctica,H3.6,18.8 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790168,Y-790168,Provisional,,1979,Antarctica,Stone-uncl,3.28 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790169,Y-790169,Provisional,,1979,Antarctica,Stone-uncl,41 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790170,Y-790170,Official,,1979,Antarctica,LL,66 g,104,J24 NIPR,,,
Yamato 790171,Y-790171,Official,,1979,Antarctica,H4,44 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790172,Y-790172,Official,,1979,Antarctica,H4,26.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790173,Y-790173,Official,,1979,Antarctica,H5,2.56 g,113,J29 NIPR,,,
Yamato 790174,Y-790174,Official,,1979,Antarctica,H5,2.04 g,113,J29 NIPR,,,
Yamato 790175,Y-790175,Official,,1979,Antarctica,H5,287 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790176,Y-790176,Official,,1979,Antarctica,H5,43.8 g,104,J24 NIPR,,,
Yamato 790177,Y-790177,Provisional,,1979,Antarctica,Stone-uncl,4.71 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790178,Y-790178,Official,,1979,Antarctica,L6,235 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790179,Y-790179,Provisional,,1979,Antarctica,Stone-uncl,5.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790180,Y-790180,Provisional,,1979,Antarctica,Stone-uncl,4.75 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790181,Y-790181,Official,,1979,Antarctica,H6,17.5 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790182,Y-790182,Provisional,,1979,Antarctica,Stone-uncl,9.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790183,Y-790183,Official,,1979,Antarctica,H5,18.7 g,104,J24 NIPR,,,
Yamato 790184,Y-790184,Provisional,,1979,Antarctica,Stone-uncl,6.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790185,Y-790185,Official,,1979,Antarctica,L6,223 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790186,Y-790186,Official,,1979,Antarctica,L6,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790187,Y-790187,Official,,1979,Antarctica,H4,16.6 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790188,Y-790188,Provisional,,1979,Antarctica,Stone-uncl,3.22 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790189,Y-790189,Official,,1979,Antarctica,H5,7.6 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790190,Y-790190,Provisional,,1979,Antarctica,Stone-uncl,5.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790191,Y-790191,Official,,1979,Antarctica,L6,18.5 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790192,Y-790192,Official,,1979,Antarctica,H5,12.2 g,107,J26 NIPR,,,
Yamato 790193,Y-790193,Official,,1979,Antarctica,H5,71.4 g,104,J24 NIPR,,,
Yamato 790194,Y-790194,Official,,1979,Antarctica,L6,13.1 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790195,Y-790195,Official,,1979,Antarctica,H5/6,70.6 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790196,Y-790196,Official,,1979,Antarctica,H5,17.3 g,104,J24 NIPR,,,
Yamato 790197,Y-790197,Official,,1979,Antarctica,H5,11.1 g,104,J24 NIPR,,,
Yamato 790198,Y-790198,Provisional,,1979,Antarctica,Stone-uncl,3.94 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790199,Y-790199,Official,,1979,Antarctica,H,105.7 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790200,Y-790200,Official,,1979,Antarctica,H5,20.2 g,104,J24 NIPR,,,
Yamato 790201,Y-790201,Official,,1979,Antarctica,H5,18.3 g,104,J24 NIPR,,,
Yamato 790202,Y-790202,Official,,1979,Antarctica,H5,1.83 g,113,J29 NIPR,,,
Yamato 790203,Y-790203,Official,,1979,Antarctica,H5,2.78 g,113,J29 NIPR,,,
Yamato 790204,Y-790204,Official,,1979,Antarctica,H5,18.1 g,104,J24 NIPR,,,
Yamato 790205,Y-790205,Provisional,,1979,Antarctica,Stone-uncl,4.83 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790206,Y-790206,Provisional,,1979,Antarctica,Stone-uncl,0.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790207,Y-790207,Provisional,,1979,Antarctica,Stone-uncl,9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790208,Y-790208,Official,,1979,Antarctica,H6,2.3 g,113,J29 NIPR,,,
Yamato 790209,Y-790209,Official,,1979,Antarctica,H6,1.72 g,113,J29 NIPR,,,
Yamato 790210,Y-790210,Official,,1979,Antarctica,H6,1.32 g,113,J29 NIPR,,,
Yamato 790211,Y-790211,Official,,1979,Antarctica,H6,1.84 g,113,J29 NIPR,,,
Yamato 790212,Y-790212,Provisional,,1979,Antarctica,Stone-uncl,3.72 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790213,Y-790213,Official,,1979,Antarctica,H5,1.5 g,113,J29 NIPR,,,
Yamato 790214,Y-790214,Provisional,,1979,Antarctica,Stone-uncl,4.04 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790215,Y-790215,Official,,1979,Antarctica,H5,7.2 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790216,Y-790216,Official,,1979,Antarctica,H6,6.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790217,Y-790217,Official,,1979,Antarctica,H6,2.07 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790218,Y-790218,Official,,1979,Antarctica,H6,1.85 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790219,Y-790219,Official,,1979,Antarctica,H6,2.64 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790220,Y-790220,Official,,1979,Antarctica,H6,2.34 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790221,Y-790221,Official,,1979,Antarctica,H5,2.05 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790222,Y-790222,Official,,1979,Antarctica,H5,1.59 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790223,Y-790223,Official,,1979,Antarctica,H5,2.38 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790224,Y-790224,Official,,1979,Antarctica,H5,1.06 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790225,Y-790225,Official,,1979,Antarctica,H5,1.58 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790226,Y-790226,Official,,1979,Antarctica,H5,1.77 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790227,Y-790227,Official,,1979,Antarctica,H5,1.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790228,Y-790228,Official,,1979,Antarctica,H5,1.37 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790229,Y-790229,Official,,1979,Antarctica,H5,0.76 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790230,Y-790230,Official,,1979,Antarctica,H5,1.49 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790231,Y-790231,Official,,1979,Antarctica,H5,1.48 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790232,Y-790232,Official,,1979,Antarctica,H5,0.95 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790233,Y-790233,Official,,1979,Antarctica,H5,0.81 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790234,Y-790234,Official,,1979,Antarctica,H5,0.72 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790235,Y-790235,Official,,1979,Antarctica,H5,0.53 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790236,Y-790236,Official,,1979,Antarctica,H5,0.57 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790237,Y-790237,Official,,1979,Antarctica,L6,14 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790238,Y-790238,Official,,1979,Antarctica,H6,13.8 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790239,Y-790239,Official,,1979,Antarctica,H6,7.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790240,Y-790240,Official,,1979,Antarctica,H6,10.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790241,Y-790241,Official,,1979,Antarctica,H6,5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790242,Y-790242,Official,,1979,Antarctica,H6,4.16 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790243,Y-790243,Official,,1979,Antarctica,H6,2.76 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790244,Y-790244,Official,,1979,Antarctica,L6,3.66 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790245,Y-790245,Official,,1979,Antarctica,L6,2.51 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790246,Y-790246,Official,,1979,Antarctica,H5,18.4 g,104,J24 NIPR,,,
Yamato 790247,Y-790247,Official,,1979,Antarctica,L5,476 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790248,Y-790248,Provisional,,1979,Antarctica,Stone-uncl,1.93 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790249,Y-790249,Provisional,,1979,Antarctica,Stone-uncl,1.95 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790250,Y-790250,Official,,1979,Antarctica,LL4,354 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790251,Y-790251,Official,,1979,Antarctica,H4,275 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790252,Y-790252,Official,,1979,Antarctica,H5,19.4 g,104,J24 NIPR,,,
Yamato 790253,Y-790253,Official,,1979,Antarctica,L6,232 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790254,Y-790254,Official,,1979,Antarctica,H5,92.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790255,Y-790255,Official,,1979,Antarctica,H6,51.3 g,104,J24 NIPR,,,
Yamato 790256,Y-790256,Official,,1979,Antarctica,LL6,382 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790257,Y-790257,Official,,1979,Antarctica,L6,129 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790258,Y-790258,Official,,1979,Antarctica,H5,21.6 g,107,J26 NIPR,,,
Yamato 790259,Y-790259,Official,,1979,Antarctica,H5,18.9 g,104,J24 NIPR,,,
Yamato 790260 **,Y-790260,Official,,1979,Antarctica,Eucrite-pmict,434 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790261,Y-790261,Official,,1979,Antarctica,L6,56.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790262,Y-790262,Official,,1979,Antarctica,L6,9.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790263,Y-790263,Official,,1979,Antarctica,L6,16.4 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790264,Y-790264,Provisional,,1979,Antarctica,Stone-uncl,3.09 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790265,Y-790265,Official,,1979,Antarctica,LL6,17.2 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790266 **,Y-790266,Official,,1979,Antarctica,Eucrite-pmict,208 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790267,Y-790267,Official,,1979,Antarctica,H6,13.2 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790268,Y-790268,Provisional,,1979,Antarctica,Stone-uncl,7.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790269,Y-790269,Official,,1979,Antarctica,H4,1269 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790270,Y-790270,Official,,1979,Antarctica,H4,165.1 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790271,Y-790271,Official,,1979,Antarctica,H4,100.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790272,Y-790272,Official,,1979,Antarctica,H4,190.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790273,Y-790273,Official,,1979,Antarctica,H4,81.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790274,Y-790274,Official,,1979,Antarctica,H4,64.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790275,Y-790275,Official,,1979,Antarctica,H4,46.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790276,Y-790276,Official,,1979,Antarctica,H4,46.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790277,Y-790277,Official,,1979,Antarctica,H4,43 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790278,Y-790278,Official,,1979,Antarctica,H4,39.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790279,Y-790279,Official,,1979,Antarctica,H4,26.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790280,Y-790280,Official,,1979,Antarctica,H4,16.6 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790281,Y-790281,Official,,1979,Antarctica,H4,21.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790282,Y-790282,Official,,1979,Antarctica,H4,19 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790283,Y-790283,Official,,1979,Antarctica,H4,18.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790284,Y-790284,Official,,1979,Antarctica,H4,11.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790285,Y-790285,Official,,1979,Antarctica,H4,12.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790286,Y-790286,Official,,1979,Antarctica,H4,7.3 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790287,Y-790287,Official,,1979,Antarctica,H4,5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790288,Y-790288,Official,,1979,Antarctica,H4,5.8 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790289,Y-790289,Official,,1979,Antarctica,H4,4.59 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790290,Y-790290,Official,,1979,Antarctica,H4,4.15 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790291,Y-790291,Official,,1979,Antarctica,H4,3.09 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790292,Y-790292,Official,,1979,Antarctica,H4,4.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790293,Y-790293,Official,,1979,Antarctica,H4,2.99 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790294,Y-790294,Official,,1979,Antarctica,H4,5.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790295,Y-790295,Official,,1979,Antarctica,H4,3.31 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790296,Y-790296,Official,,1979,Antarctica,H4,3.61 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790297,Y-790297,Official,,1979,Antarctica,H4,2.96 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790298,Y-790298,Official,,1979,Antarctica,H4,2.25 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790299,Y-790299,Official,,1979,Antarctica,H4,3.95 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790300,Y-790300,Official,,1979,Antarctica,H4,2.13 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790301,Y-790301,Official,,1979,Antarctica,H4,2.93 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790302,Y-790302,Official,,1979,Antarctica,H4,1.43 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790303,Y-790303,Official,,1979,Antarctica,H4,2.19 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790304,Y-790304,Official,,1979,Antarctica,H4,1.59 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790305,Y-790305,Official,,1979,Antarctica,H4,2.28 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790306,Y-790306,Official,,1979,Antarctica,H4,2.52 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790307,Y-790307,Official,,1979,Antarctica,H4,2.1 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790308,Y-790308,Official,,1979,Antarctica,H4,2.19 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790309,Y-790309,Official,,1979,Antarctica,H4,1.13 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790310,Y-790310,Official,,1979,Antarctica,H4,1.57 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790311,Y-790311,Doubtful,,1979,Antarctica,Doubtful meteorite,0.64 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790312,Y-790312,Official,,1979,Antarctica,H4,1.43 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790313,Y-790313,Official,,1979,Antarctica,H4,1.46 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790314,Y-790314,Official,,1979,Antarctica,H4,0.95 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790315,Y-790315,Official,,1979,Antarctica,H4,1.24 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790316,Y-790316,Official,,1979,Antarctica,H4,1.23 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790317,Y-790317,Official,,1979,Antarctica,H4,1.04 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790318,Y-790318,Official,,1979,Antarctica,H4,1.33 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790319,Y-790319,Official,,1979,Antarctica,H4,0.94 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790320,Y-790320,Official,,1979,Antarctica,H4,0.74 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790321,Y-790321,Official,,1979,Antarctica,H4,0.94 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790322,Y-790322,Official,,1979,Antarctica,H4,1.17 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790323,Y-790323,Official,,1979,Antarctica,H4,0.69 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790324,Y-790324,Official,,1979,Antarctica,H4,0.57 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790325,Y-790325,Official,,1979,Antarctica,H4,0.79 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790326,Y-790326,Official,,1979,Antarctica,H4,0.5 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790327,Y-790327,Official,,1979,Antarctica,H4,0.55 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790328,Y-790328,Official,,1979,Antarctica,H4,0.31 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790329,Y-790329,Official,,1979,Antarctica,H4,0.41 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790330,Y-790330,Official,,1979,Antarctica,H4,2.82 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790331,Y-790331,Official,,1979,Antarctica,L6,36.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790332,Y-790332,Official,,1979,Antarctica,LL6,28.7 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790333,Y-790333,Official,,1979,Antarctica,H3.6,17.7 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790334,Y-790334,Official,,1979,Antarctica,H3,15.2 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790335,Y-790335,Official,,1979,Antarctica,L6,10 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790336,Y-790336,Provisional,,1979,Antarctica,Stone-uncl,9.7 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790337,Y-790337,Official,,1979,Antarctica,H4,115.8 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790338,Y-790338,Official,,1979,Antarctica,H4,42.2 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790339,Y-790339,Official,,1979,Antarctica,H4,11.4 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790340,Y-790340,Official,,1979,Antarctica,H4,6.2 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790341,Y-790341,Official,,1979,Antarctica,H4,2.06 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790342,Y-790342,Official,,1979,Antarctica,H4,0.94 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790343,Y-790343,Official,,1979,Antarctica,H4,1.82 g,, NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790344,Y-790344,Official,,1979,Antarctica,H3/4,5.3 g,,J6(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790345,Y-790345,Official,,1979,Antarctica,LL,234 g,,J1(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790346,Y-790346,Official,,1979,Antarctica,H6,4.81 g,,J7(1) NIPR,"(-71.500000, 35.666670)  ",,
Yamato 790347,Y-790347,Official,,1979,Antarctica,H6,6.9 g,, NIPR,"(-71.500000, 35.666670)  ",,
