name,reclass,mass,fall,year,latitude,longitude,coordinates,,decade,address,ccode,country
cherson is a synonym for savtschenskoje (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cherson is a synonym for vavilovka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cherson is a synonym for grossliebenthal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chervonnyi kut is a synonym for chervony kut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chervonyi kut is a synonym for chervony kut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chester county is a synonym for chesterville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chhabra is a synonym for tonk (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chiangxing is a synonym for changxing (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
chiapikou is a synonym for jiapigou (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chiara is a synonym for trenzano (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chichimeguilas is a synonym for mazapil (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chichimequillas is a synonym for mazapil (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chickasha is a synonym for amber (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chihuahua is a synonym for casas grandes (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chihuahua (of h.h. nininger; 1931) is a synonym for chihuahua city (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chihuahua (of h.h.nininger) is a synonym for chihuahua city (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
chilcat is a synonym for chilkoot (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chilcoot is a synonym for chilkoot (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chilcoot inlet is a synonym for chilkoot (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chile is a synonym for maria elena (1935) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chile is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chile is a synonym for tamarugal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chile is a synonym for vaca muerta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chile is a synonym for dehesa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chilkat is a synonym for chilkoot (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chilpanzingo is a synonym for caparrosa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chinge is a synonym for chinga (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chireya is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chiriya is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chmelewka is a synonym for khmelevka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cholula is a synonym for yanhuitlan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
christian county is a synonym for billings (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chug chug 049 is a synonym for chug chug 011 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
chukri is a synonym for merua (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chuvashskie kissy is a synonym for kissij (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chuvashskii kissy is a synonym for kissij (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
chwichiya 001 is a synonym for chwichiya (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
cihampelas is a synonym for selakopi (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
cilicin is a synonym for selakopi (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
cilli is a synonym for stannern (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cirebon is a synonym for tjerebon (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
cirencester is a synonym for aldsworth (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
claiborne is a synonym for walker county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
claiborne is a synonym for lime creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
claiborne county is a synonym for tazewell (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clairborne is a synonym for walker county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clarac is a synonym for ausson (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clarendon is a synonym for paloduro (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clarke county is a synonym for lime creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
claywater is a synonym for vernon county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
claywater stone is a synonym for vernon county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cleburne county is a synonym for chulafinnee (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cléguérec is a synonym for kernouve (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clegueric is a synonym for kernouve (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clois is a synonym for clovis (no. 2) (in nhm cat; metbase says clovis (no. 1)),,,,,0,0,,,,,N/A,Ocean/Unknown
clondike is a synonym for gay gulch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clondike is a synonym for skookum (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
clovis (b) is a synonym for clovis (no. 2) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cmien is a synonym for zmenj (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coamus farm is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cobaya is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cobija is a synonym for joel's iron (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cochin china is a synonym for tuan tuc (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cocina is a synonym for cosina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cocke county is a synonym for cosby's creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cold bokeveld is a synonym for cold bokkeveld (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cold bokevelt is a synonym for cold bokkeveld (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cold bokkaveld is a synonym for cold bokkeveld (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
collantifona is a synonym for collescipoli (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colle antifona is a synonym for collescipoli (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
collin county is a synonym for mckinney (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colombia is a synonym for santa rosa (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colonia obrerra is a synonym for colonia obrera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colorado is a synonym for bear creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colorado is a synonym for russel gulch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colorado (of a. brezina) is a synonym for trenton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
colorado river is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
commune des ormes is a synonym for les ormes (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
conceicao aparecida is a synonym for patrimonio (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
conceicão aparecido is a synonym for patrimonio (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
concepcion is a synonym for nogoya (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
concepcion is a synonym for chupaderos (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coney fork is a synonym for carthage (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
constantia is a synonym for diep river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
constantinopel is a synonym for constantinople (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coomandook i is a synonym for coomandook (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coomandook ii is a synonym for coomandook (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cooperstown is a synonym for burlington (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cope (a) is a synonym for cope (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
corboda is a synonym for capilla del monte (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cordoba is a synonym for capilla del monte (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
corizatillo is a synonym for corrizatillo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
corlton-hamilton is a synonym for carlton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coro is a synonym for ucera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
corrego areado is a synonym for patos de minas (hexahedrite) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
corrizalillo is a synonym for corrizatillo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
corston is a synonym for strathmore (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cosona is a synonym for siena (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cossipore is a synonym for manbhoom (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
costa rica is a synonym for heredia (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
costal de garraf is a synonym for garraf (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
costilla is a synonym for costilla peak (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
costilla county is a synonym for costilla peak (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coterfield is a synonym for cotesfield (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
couch iron is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cowley county is a synonym for wilmot (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coya norte is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
coya sur 005 is a synonym for calama 087 (coordinates were wrong. renamed coya sur-->calama),,,,,0,0,,,,,N/A,Ocean/Unknown
crab hole donga is a synonym for crab hole (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
crathéus (1931) is a synonym for cratheús (1931) (in metbase 7.1),,,,,0,0,,,,,N/A,Ocean/Unknown
crathéus (1950) is a synonym for cratheús (1950) (in metbase 7.1),,,,,0,0,,,,,N/A,Ocean/Unknown
crawford county is a synonym for mincy (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cremona is a synonym for alfianello (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
crocker well is a synonym for crocker's well (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
crockett county is a synonym for ozona (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cross timbers is a synonym for red river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
crow creek is a synonym for silver crown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
csillagfalva is a synonym for knyahinya (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cuanta is a synonym for cuenta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cubertson is a synonym for culbertson (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cuenca del tiburon is a synonym for la yesera 005 (in mb105),,,,,0,0,,,,,N/A,Ocean/Unknown
cuerco is a synonym for cuero (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cuernavaca is a synonym for chupaderos (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cumberland county is a synonym for crab orchard (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
currant creek is a synonym for guffey (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cushion is a synonym for cashion (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cusignano is a synonym for borgo san donino (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cut off is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
cuvasskije kissy is a synonym for kissij (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
czartorya is a synonym for zaborzika (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dabra is a synonym for lua (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dabrowa luzycka is a synonym for sagan (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
dabrowa ðuzycka is a synonym for sagan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dacca is a synonym for shytal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dacotah is a synonym for ainsworth (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dahbubah is a synonym for ad-dahbubah (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
daiet el akhricha is a synonym for akhricha (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dakhin paiksha is a synonym for dokachi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dakota is a synonym for ainsworth (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dalgetty downs is a synonym for dalgety downs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dalgety doun is a synonym for dalgety downs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
damaraland is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dandenong is a synonym for cranbourne (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dangtai is a synonym for dongtai (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dangtu is a synonym for po-wang chen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dantu is a synonym for po-wang chen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
daohe is a synonym for nan yang pao (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj 003 is a synonym for daraj 005 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj a01 is a synonym for daraj 001 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj b01 is a synonym for daraj 101 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k1 is a synonym for daraj 018 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k10 is a synonym for daraj 013 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k12 is a synonym for daraj 015 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k13 is a synonym for daraj 005 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k15 is a synonym for daraj 020 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k17 is a synonym for daraj 116 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k18 is a synonym for daraj 104 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k19 is a synonym for daraj 114 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k2 is a synonym for daraj 009 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k20 is a synonym for daraj 103 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k21 is a synonym for daraj 108 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k23 is a synonym for daraj 106 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k24 is a synonym for daraj 142 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k25 is a synonym for daraj 102 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k26 is a synonym for daraj 112 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k27 is a synonym for daraj 101 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k28 is a synonym for daraj 105 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k29 is a synonym for daraj 125 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k3 is a synonym for daraj 002 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k30 is a synonym for daraj 001 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k31 is a synonym for daraj 107 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k32 is a synonym for daraj 115 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k33 is a synonym for daraj 109 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k35 is a synonym for daraj 127 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k36 is a synonym for daraj 113 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k37 is a synonym for daraj 128 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k38 is a synonym for daraj 111 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k4 is a synonym for daraj 016 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k40 is a synonym for daraj 130 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k42 is a synonym for daraj 131 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k43 is a synonym for daraj 132 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k44 is a synonym for daraj 110 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k45 is a synonym for daraj 133 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k47 is a synonym for daraj 135 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k48 is a synonym for daraj 136 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k49 is a synonym for daraj 137 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k50 is a synonym for daraj 138 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k51 is a synonym for daraj 139 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k6 is a synonym for daraj 019 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k7a is a synonym for daraj 004 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k7b is a synonym for daraj 008 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k8 is a synonym for daraj 011 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daraj k9 is a synonym for daraj 012 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daugarvpils is a synonym for lixna (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
daugavpils is a synonym for lixna (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
davidson county is a synonym for drake creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
davis escarpment is a synonym for thiel mountains 82400 (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
davis strait is a synonym for cape york (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
davis' strait is a synonym for cape york (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
davy is a synonym for davy (a) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
dawson is a synonym for gay gulch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dayet el aam 001 is a synonym for dayet el aam (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
dayr al aswad 001 is a synonym for dayr al aswad (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
de calb county is a synonym for smithville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
de sotoville is a synonym for tombigbee river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
death valley is a synonym for plainview (1917) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
debnevo is a synonym for gumoschnik (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
debreczen is a synonym for kaba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
decatur county is a synonym for prairie dog creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
deep river is a synonym for diep river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
deesa (of g.a. daubrée) is a synonym for copiapo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dehesa (of g.a. daubrée) is a synonym for copiapo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dekalb county is a synonym for smithville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
del parque is a synonym for imilac (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
delphos (d) is a synonym for roosevelt county 082 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
deniliquin is a synonym for barratta (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
denman 91060 is a synonym for hughes 009 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
densmore (a) is a synonym for densmore (1879) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
denulguon is a synonym for chandakapur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
denver is a synonym for bear creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
denver county is a synonym for bear creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
deoli is a synonym for ranchapur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
deretschin is a synonym for ruschany (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
derj is a synonym for daraj 001 (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
desaguadero is a synonym for carancas (assigned by nomenclature committee),,,,,0,0,,,,,N/A,Ocean/Unknown
descubridora is a synonym for charcas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
desert of atacama is a synonym for copiapo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
devica is a synonym for soko-banja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
device is a synonym for soko-banja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dharmsala is a synonym for dhurmsala (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dhenagur is a synonym for kheragur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dho 2043 is a synonym for dho 2034 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
dhofar 1478 is a synonym for shişr 164 (renamed meteorite shortly after approval),,,,,0,0,,,,,N/A,Ocean/Unknown
dhofar 1968 is a synonym for dhofar 1880 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
dhofar 2043 is a synonym for dhofar 2034 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
dhulia is a synonym for bhagur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
